CLUES,CLAVE DE LA INSTITUCION,NOMBRE DE LA INSTITUCION,CLAVE DE LA ENTIDAD,ENTIDAD,CLAVE DEL MUNICIPIO,MUNICIPIO,CLAVE DE LA LOCALIDAD,LOCALIDAD,CLAVE DE LA JURISDICCION,JURISDICCION,CLAVE DEL TIPO ESTABLECIMIENTO,NOMBRE TIPO ESTABLECIMIENTO,CLAVE DE TIPOLOGIA,NOMBRE DE TIPOLOGIA,CLAVE DE SUBTIPOLOGIA,NOMBRE DE SUBTIPOLOGIA,NOMBRE DE LA UNIDAD,NOMBRE COMERCIAL,CLAVE TIPO DE VIALIDAD,TIPO DE VIALIDAD,VIALIDAD,NUMERO EXTERIOR,NUMERO INTERIOR,CLAVE TIPO DE ASENTAMIENTO,TIPO DE ASENTAMIENTO,ASENTAMIENTO,CODIGO POSTAL,OBSERVACIONES DE LA DIRECCION,CLAVE ESTATUS DE OPERACION,ESTATUS DE OPERACION,RFC DEL ESTABLECIMIENTO,TELEFONO 1 DEL ESTABLECIMIENTO,EXTENSION TELEFONICA 1 DEL ESTABLECIMIENTO,TELEFONO 2 DEL ESTABLECIMIENTO,EXTENSION TELEFONICA 2 DEL ESTABLECIMIENTO,FECHA DE CONSTRUCCION,FECHA DE INICIO DE OPERACION,CLAVE UNIDAD MOVIL MARCA,UNIDAD MOVIL MARCA,UNIDAD MOVIL MARCA ESPECIFICA,UNIDAD MOVIL MODELO,CLAVE UNIDAD MOVIL PROGRAMA,UNIDAD MOVIL PROGRAMA,CLAVE UNIDAD MOVIL TIPO,UNIDAD MOVIL TIPO,CLAVE UNIDAD MOVIL TIPOLOGIA,UNIDAD MOVIL TIPOLOGIA,CLAVE DE LA INS ADM,NOMBRE DE LA INS ADM,CLAVE NIVEL ATENCION,NIVEL ATENCION,CLAVE ESTRATO UNIDAD,ESTRATO UNIDAD,CLAVE TIPO OBRA,TIPO OBRA,CLAVE PROPIEDAD DEL INMUEBLE,PROPIEDAD DEL INMUEBLE,LATITUD,LONGITUD,CLAVE ULTIMO MOVIMIENTO,ULTIMO MOVIMIENTO,FECHA ULTIMO MOVIMIENTO,COMENTARIOS DE LA VALIDACION,CLAVE MOTIVO BAJA,MOTIVO BAJA,FECHA EFECTIVA DE BAJA
CSSMP000893,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,65,PALENQUE,1,PALENQUE,6,PALENQUE,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FARMACIAS UNION,FARMACIAS UNION,5.0,CALLE,HIDALGO,SIN NUMERO  ,,7.0,COLONIA,CENTRO,29960.0,,1,EN OPERACION,XAXX111111,9933580130.0,,,,,01/09/2011,,,,,,,,,,,OTRA,OTRA,1,PRIMER NIVEL,2,URBANO,,,,,17.5096033,-91.9835422,B,MODIFICACION,29/03/2016,,,,
CSSMP000920,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,59,OCOSINGO,836,CANDELARIA,9,OCOSINGO,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FARMACIAS SIMILARES,FARMACIAS SIMILARES,5.0,CALLE,ORIENTE SUR,SIN NUMERO  ,,3.0,BARRIO,CANDELARIA,29950.0,,1,EN OPERACION,XAXX111111,9371111213.0,,,,,01/09/2007,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,1,RURAL,,,,,16.9093688,-92.0904066,B,MODIFICACION,08/07/2016,,,,
CSSMP000935,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,48,JUAREZ,1,JUAREZ,5,PICHUCALCO,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FARMACIAS SIMILARES,FARMACIAS SIMILARES,5.0,CALLE,MANUEL DE MIER Y TERAN,SIN NUMERO  ,,42.0,NINGUNO,JUAREZ,29510.0,,1,EN OPERACION,XAXX111111,,,,,,13/10/2004,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,17.6056105,-93.1951581,B,MODIFICACION,08/07/2016,,,,
CSSMP000944,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,65,PALENQUE,954,ESTACION SAN AGUSTIN (LA PLACA 2DA. SECCION),6,PALENQUE,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FARMACIAS SIMILARES,FARMACIAS SIMILARES,3.0,AVENIDA,DOCTOR MANUEL VELASCO SUAREZ,SIN NUMERO  ,,7.0,COLONIA,LA ESPERANZA,29960.0,,1,EN OPERACION,XAXX111111,,,,,,10/10/2011,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,1,RURAL,,,,,17.5116293,-91.9871744,B,MODIFICACION,08/07/2016,,,,
CSSMP000953,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,109,YAJALON,1,YAJALON,6,PALENQUE,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FARMACIAS SIMILARES,FARMACIAS SIMILARES,3.0,AVENIDA,1RA NORTE PONIENTE,SIN NUMERO  ,,7.0,COLONIA,YAJALON,29930.0,,1,EN OPERACION,XAXX111111,9196741938.0,,,,,31/08/2011,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,17.17482,-92.33471,B,MODIFICACION,08/07/2016,,,,
CSSMP000962,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,59,OCOSINGO,836,CANDELARIA,9,OCOSINGO,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FARMACIAS SIMILARES,FARMACIAS SIMILARES,5.0,CALLE,2DA SUR OTE.,SIN NUMERO  ,,3.0,BARRIO,CANDELARIA,29950.0,,1,EN OPERACION,XAXX111111,9611569232.0,,,,,11/05/2001,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,1,RURAL,,,,,16.9081145,-92.0929998,B,MODIFICACION,08/07/2016,,,,
CSSMP000971,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,37,HUEHUETAN,1,HUEHUETAN,7,TAPACHULA,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FARMACIAS SIMILARES,FARMACIAS SIMILARES,7.0,CALZADA,JUÁREZ,SIN NUMERO  ,,16.0,FRACCIONAMIENTO,HUEHUETAN,30670.0,,1,EN OPERACION,XAXX111111,9646232747.0,,,,,01/09/2011,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,15.0111,-92.40388,B,MODIFICACION,08/07/2016,,,,
CSSMP000980,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,89,TAPACHULA,1025,LOS CAFETALES,7,TAPACHULA,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FARMACIAS SIMILARES,FARMACIAS SIMILARES,5.0,CALLE,SANTA OFELIA,SIN NUMERO  ,,16.0,FRACCIONAMIENTO,LOS CAFETALES,30820.0,,1,EN OPERACION,XAXX111111,9621314823.0,,,,,15/02/2009,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,14.86985,-92.30379,B,MODIFICACION,08/07/2016,,,,
CSSMP000995,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,57,MOTOZINTLA,13,BELISARIO DOMINGUEZ,10,MOTOZINTLA,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FARMACIAS SIMILARES,FARMACIAS SIMILARES,24.0,CARRETERA,INTERNACIONAL MOTOZINTLA-HUIXTLA,SIN NUMERO  ,,7.0,COLONIA,BELISARIO DOMINGUEZ,30910.0,,1,EN OPERACION,XAXX111111,,,,,,03/11/2014,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,15.30098,-92.38316,B,MODIFICACION,08/07/2016,,,,
CSSMP001004,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,80,SILTEPEC,1,SILTEPEC,10,MOTOZINTLA,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FARMACIAS SIMILARES,FARMACIAS SIMILARES,5.0,CALLE,FRANCISCO SARABIA,SIN NUMERO  ,,25.0,PUEBLO,SILTEPEC,30980.0,,1,EN OPERACION,XAXX111111,9631318757.0,,,,,10/11/2013,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,15.55761,-92.3221,B,MODIFICACION,08/07/2016,,,,
CSSMP001013,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,34,FRONTERA COMALAPA,1,FRONTERA COMALAPA,3,COMITÁN,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FARMACIAS SIMILARES,FARMACIAS SIMILARES,5.0,CALLE,2A. NORTE ORIENTE,SIN NUMERO  ,,25.0,PUEBLO,FRONTERA COMALAPA,30140.0,,1,EN OPERACION,XAXX111111,9631133782.0,,,,,10/11/2011,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,15.66127,-92.13978,B,MODIFICACION,08/07/2016,,,,
CSSMP001022,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,102,TUXTLA CHICO,1,TUXTLA CHICO,7,TAPACHULA,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FARMACIAS SIMILARES,FARMACIAS SIMILARES,5.0,CALLE,CENTRAL HIDALGO,SIN NUMERO  ,,7.0,COLONIA,TUXTLA CHICO,30870.0,,1,EN OPERACION,XAXX111111,,,,,,06/01/2014,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,14.939968,-92.167852,B,MODIFICACION,08/07/2016,,,,
CSSMP001031,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,32,ESCUINTLA,1,ESCUINTLA,7,TAPACHULA,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FARMACIAS SIMILARES,FARMACIAS SIMILARES,3.0,AVENIDA,ALVARO OBREGON,SIN NUMERO  ,,3.0,BARRIO,ESCUINTLA,30600.0,,1,EN OPERACION,XAXX111111,9611777516.0,,,,,10/11/2011,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,15.322158,-92.656197,B,MODIFICACION,08/07/2016,,,,
CSSMP001040,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,54,MAZATAN,1,MAZATAN,7,TAPACHULA,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FARMACIAS SIMILARES,FARMACIAS SIMILARES,3.0,AVENIDA,HIDALGO,SIN NUMERO  ,,25.0,PUEBLO,MAZATAN,30650.0,,1,EN OPERACION,XAXX111111,9621700536.0,,,,,15/12/2010,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,14.864528,-92.449056,B,MODIFICACION,08/07/2016,,,,
CSSMP001055,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,34,FRONTERA COMALAPA,1,FRONTERA COMALAPA,3,COMITÁN,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FARMACIAS SIMILARES,FARMACIAS SIMILARES,5.0,CALLE,2DA CALLE SUR ORIENTE,SIN NUMERO  ,,25.0,PUEBLO,FRONTERA COMALAPA,30140.0,,1,EN OPERACION,XAXX111111,9631204398.0,,,,,10/11/2011,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,15.65835,-92.14124,B,MODIFICACION,08/07/2016,,,,
CSSMP001064,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,78,SAN CRISTOBAL DE LAS CASAS,85,SANTA LUCIA,2,SAN CRISTÓBAL DE LAS CASAS,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FARMACIAS SIMILARES,FARMACIAS SIMILARES,3.0,AVENIDA,INSURGENTES,SIN NUMERO  ,,3.0,BARRIO,SANTA LUCIA,29250.0,,1,EN OPERACION,XAXX111111,9676747957.0,,,,,15/02/2013,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,1,RURAL,,,,,16.73059,-92.6371,B,MODIFICACION,08/07/2016,,,,
CSSMP001073,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,101,TUXTLA GUTIERREZ,330,LAS GRANJAS,1,TUXTLA GUTIERREZ,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FARMACIAS SIMILARES,FARMACIAS SIMILARES,5.0,CALLE,3A AVENIDA SUR PONIENTE,SIN NUMERO  ,,7.0,COLONIA,LAS GRANJAS,29019.0,,1,EN OPERACION,XAXX111111,9611460515.0,,,,,09/09/2013,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,1,RURAL,,,,,16.79006,-93.09891,B,MODIFICACION,08/07/2016,,,,
CSSMP001082,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,79,SAN FERNANDO,1,SAN FERNANDO,1,TUXTLA GUTIERREZ,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FARMACIAS SIMILARES,FARMACIAS SIMILARES,3.0,AVENIDA,1A SUR PONIENTE,SIN NUMERO  ,,27.0,RANCHERÍA,SAN FERNANDO,29120.0,,1,EN OPERACION,XAXX111111,9616564179.0,,,,,10/09/2014,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,16.87043,-93.20722,B,MODIFICACION,08/07/2016,,,,
CSSMP001091,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,91,TAPILULA,1,TAPILULA,5,PICHUCALCO,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FARMACIAS SIMILARES,FARMACIAS SIMILARES,5.0,CALLE,1RA NORTE,SIN NUMERO  ,,25.0,PUEBLO,TAPILULA,29730.0,,1,EN OPERACION,XAXX111111,9196854444.0,,,,,01/09/2013,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,17.24896,-93.01454,B,MODIFICACION,08/07/2016,,,,
CSSMP001100,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,2,ACALA,1,ACALA,1,TUXTLA GUTIERREZ,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FARMACIAS SIMILARES,FARMACIAS SIMILARES,5.0,CALLE,5 DE MAYO,SIN NUMERO  ,,7.0,COLONIA,ACALA CENTRO,29370.0,,1,EN OPERACION,XAXX111111,9616535010.0,,,,,23/06/2014,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,20.70417,-101.35819,B,MODIFICACION,07/07/2016,,,,
CSSMP001115,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,2,ACALA,1,ACALA,1,TUXTLA GUTIERREZ,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FARMACIAS SIMILARES,FARMACIAS SIMILARES,3.0,AVENIDA,MORELOS,SIN NUMERO  ,,3.0,BARRIO,GUADALUPE(SAN PEDRO),29372.0,,1,EN OPERACION,XAXX111111,9616535799.0,,,,,08/06/2011,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,16.55425932,-92.8053437,B,MODIFICACION,07/07/2016,,,,
CSSMP001124,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,9,ARRIAGA,1,ARRIAGA,8,TONALÁ,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FARMACIAS SIMILARES,FARMACIAS SIMILARES,5.0,CALLE,1A CALLE NORTE,SIN NUMERO  ,,7.0,COLONIA,ARRIAGA CENTRO,30450.0,,1,EN OPERACION,XAXX111111,9661028153.0,,,,,02/10/2013,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,16.23501985,-93.89876967,B,MODIFICACION,07/07/2016,,,,
CSSMP001133,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,9,ARRIAGA,1,ARRIAGA,8,TONALÁ,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FARMACIAS SIMILARES,FARMACIAS SIMILARES,5.0,CALLE,1A. CALLE SUR,SIN NUMERO  ,,7.0,COLONIA,ARRIAGA CENTRO,30450.0,,1,EN OPERACION,XAXX111111,9661187510.0,,,,,01/01/2011,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,16.23293251,-93.90041085,B,MODIFICACION,07/07/2016,,,,
CSSMP001142,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,15,CACAHOATAN,1,CACAHOATAN,7,TAPACHULA,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FARMACIAS SIMILARES,FARMACIAS SIMILARES,3.0,AVENIDA,CENTRAL SUR,SIN NUMERO  ,,7.0,COLONIA,CACAHOATAN CENTRO,30890.0,,1,EN OPERACION,XAXX111111,9621450065.0,,,,,01/01/2011,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,14.99090771,-92.16722724,B,MODIFICACION,07/07/2016,,,,
CSSMP001151,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,15,CACAHOATAN,1,CACAHOATAN,7,TAPACHULA,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FARMACIAS SIMILARES,FARMACIAS SIMILARES,3.0,AVENIDA,CENTRAL NORTE,SIN NUMERO  ,,16.0,FRACCIONAMIENTO,MIGUEL HIDALGO (BARRIO GUADALUPE),30890.0,,1,EN OPERACION,XAXX111111,9621453903.0,,,,,04/10/2013,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,14.99573797,-92.16501671,B,MODIFICACION,07/07/2016,,,,
CSSMP001160,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,17,CINTALAPA DE FIGUEROA,1,CINTALAPA DE FIGUEROA,1,TUXTLA GUTIERREZ,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FARMACIAS SIMILARES,FARMACIAS SIMILARES,3.0,AVENIDA,CENTRAL,SIN NUMERO  ,,16.0,FRACCIONAMIENTO,CENTRO,30400.0,,1,EN OPERACION,XAXX111111,9686844325.0,,,,,08/06/2015,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,16.6985708,-93.7209856,B,MODIFICACION,07/07/2016,,,,
CSSMP001175,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,17,CINTALAPA DE FIGUEROA,1,CINTALAPA DE FIGUEROA,1,TUXTLA GUTIERREZ,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FARMACIAS SIMILARES,FARMACIAS SIMILARES,24.0,CARRETERA,INTERNACIONAL 9 PONIENTE SUR,SIN NUMERO  ,,16.0,FRACCIONAMIENTO,CENTRO,30400.0,,1,EN OPERACION,XAXX111111,9686846468.0,,,,,01/10/2013,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,16.69864655,-93.72147802,B,MODIFICACION,07/07/2016,,,,
CSSMP001184,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,17,CINTALAPA DE FIGUEROA,1,CINTALAPA DE FIGUEROA,1,TUXTLA GUTIERREZ,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FARMACIAS SIMILARES,FARMACIAS SIMILARES,3.0,AVENIDA,1 AV. NORTE,SIN NUMERO  ,,7.0,COLONIA,CINTALAPA DE FIGUEROA CENTRO,30400.0,,1,EN OPERACION,XAXX111111,9686846236.0,,,,,15/07/2013,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,16.69864655,-93.72147802,B,MODIFICACION,07/07/2016,,,,
CSSMP001193,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,19,COMITAN DE DOMINGUEZ,1,COMITAN DE DOMINGUEZ,3,COMITÁN,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FARMACIAS SIMILARES,FARMACIAS SIMILARES,5.0,CALLE,2DA. SUR PONIENTE,SIN NUMERO  ,,7.0,COLONIA,COMITAN DE DOMINGUEZ CENTRO,30000.0,,1,EN OPERACION,XAXX111111,9631376080.0,,,,,26/04/2011,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,16.25072224,-92.1355986,B,MODIFICACION,07/07/2016,,,,
CSSMP001202,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,19,COMITAN DE DOMINGUEZ,1,COMITAN DE DOMINGUEZ,3,COMITÁN,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FARMACIAS SIMILARES,FARMACIAS SIMILARES,3.0,AVENIDA,5TA NORTE ORIENTE,SIN NUMERO  ,,16.0,FRACCIONAMIENTO,EL CEDRO,30010.0,,1,EN OPERACION,XAXX111111,,,,,,23/04/2011,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,16.26082558,-92.13196922,B,MODIFICACION,07/07/2016,,,,
CSSMP001211,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,19,COMITAN DE DOMINGUEZ,1,COMITAN DE DOMINGUEZ,3,COMITÁN,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FARMACIAS SIMILARES,FARMACIAS SIMILARES,3.0,AVENIDA,2A ORIENTE SUR,SIN NUMERO  ,,3.0,BARRIO,BARRIO JESUSITO,30023.0,,1,EN OPERACION,XAXX111111,,,,,,14/04/2011,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,16.25035617,-92.13220939,B,MODIFICACION,07/07/2016,,,,
CSSMP001220,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,19,COMITAN DE DOMINGUEZ,1,COMITAN DE DOMINGUEZ,3,COMITÁN,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FARMACIAS SIMILARES,FARMACIAS SIMILARES,4.0,BOULEVARD,BELISARIO DOMINGUEZ SUR,SIN NUMERO  ,,3.0,BARRIO,SAN AGUSTIN,30030.0,,1,EN OPERACION,XAXX111111,9631359316.0,,,,,02/05/2011,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,16.23818264,-92.13583666,B,MODIFICACION,07/07/2016,,,,
CSSMP001235,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,19,COMITAN DE DOMINGUEZ,1,COMITAN DE DOMINGUEZ,3,COMITÁN,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FARMACIAS SIMILARES,FARMACIAS SIMILARES,3.0,AVENIDA,5 PONIENTE PRIVADA SUR,SIN NUMERO  ,,3.0,BARRIO,CRISTOBAL COLON,30068.0,,1,EN OPERACION,XAXX111111,9631138839.0,,,,,02/05/2011,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,16.2401584,-92.13551662,B,MODIFICACION,07/07/2016,,,,
CSSMP001244,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,27,CHIAPA DE CORZO,1,CHIAPA DE CORZO,1,TUXTLA GUTIERREZ,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FARMACIAS SIMILARES,FARMACIAS SIMILARES,3.0,AVENIDA,21 DE OCTUBRE,SIN NUMERO  ,,7.0,COLONIA,CHIAPA DE CORZO CENTRO,29160.0,,1,EN OPERACION,XAXX111111,9611530017.0,,,,,02/04/2011,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,16.70879796,-93.01612127,B,MODIFICACION,07/07/2016,,,,
CSSMP001253,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,34,FRONTERA COMALAPA,1,FRONTERA COMALAPA,3,COMITÁN,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FARMACIAS SIMILARES,FARMACIAS SIMILARES,5.0,CALLE,PRIMERA CALLE NORTE,SIN NUMERO  ,,3.0,BARRIO,CENTRO,30140.0,,1,EN OPERACION,XAXX111111,9631204398.0,,,,,10/11/2011,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,15.66077385,-92.14075307,B,MODIFICACION,07/07/2016,,,,
CSSMP001262,SMP,SERVICIOS MEDICOS PRIVADOS,7,CHIAPAS,40,HUIXTLA,1,HUIXTLA,7,TAPACHULA,1,DE CONSULTA EXTERNA,CAFS,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FARMACIAS SIMILARES,FARMACIAS SIMILARES,3.0,AVENIDA,RAYON NORTE,SIN NUMERO  ,,7.0,COLONIA,CENTRO,30640.0,,1,EN OPERACION,XAXX111111,9621813338.0,,,,,09/03/2006,,,,,,,,,,,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,,,,,15.13763119,-92.46323387,B,MODIFICACION,07/07/2016,,,,
