CLUES,CLAVE DE LA INSTITUCION,NOMBRE DE LA INSTITUCION,CLAVE DE LA ENTIDAD,ENTIDAD,CLAVE DEL MUNICIPIO,MUNICIPIO,CLAVE DE LA LOCALIDAD,LOCALIDAD,CLAVE DE LA JURISDICCION,JURISDICCION,CLAVE DEL TIPO ESTABLECIMIENTO,NOMBRE TIPO ESTABLECIMIENTO,CLAVE DE TIPOLOGIA,NOMBRE DE TIPOLOGIA,CLAVE DE SUBTIPOLOGIA,NOMBRE DE SUBTIPOLOGIA,NOMBRE DE LA UNIDAD,NOMBRE COMERCIAL,CLAVE TIPO DE VIALIDAD,TIPO DE VIALIDAD,VIALIDAD,NUMERO EXTERIOR,NUMERO INTERIOR,CLAVE TIPO DE ASENTAMIENTO,TIPO DE ASENTAMIENTO,ASENTAMIENTO,CODIGO POSTAL,OBSERVACIONES DE LA DIRECCION,CLAVE ESTATUS DE OPERACION,ESTATUS DE OPERACION,RFC DEL ESTABLECIMIENTO,TELEFONO 1 DEL ESTABLECIMIENTO,EXTENSION TELEFONICA 1 DEL ESTABLECIMIENTO,TELEFONO 2 DEL ESTABLECIMIENTO,EXTENSION TELEFONICA 2 DEL ESTABLECIMIENTO,FECHA DE CONSTRUCCION,FECHA DE INICIO DE OPERACION,CLAVE UNIDAD MOVIL MARCA,UNIDAD MOVIL MARCA,UNIDAD MOVIL MARCA ESPECIFICA,UNIDAD MOVIL MODELO,CLAVE UNIDAD MOVIL PROGRAMA,UNIDAD MOVIL PROGRAMA,CLAVE UNIDAD MOVIL TIPO,UNIDAD MOVIL TIPO,CLAVE UNIDAD MOVIL TIPOLOGIA,UNIDAD MOVIL TIPOLOGIA,CLAVE DE LA INS ADM,NOMBRE DE LA INS ADM,CLAVE NIVEL ATENCION,NIVEL ATENCION,CLAVE ESTRATO UNIDAD,ESTRATO UNIDAD,CLAVE TIPO OBRA,TIPO OBRA,CLAVE PROPIEDAD DEL INMUEBLE,PROPIEDAD DEL INMUEBLE,LATITUD,LONGITUD,CLAVE ULTIMO MOVIMIENTO,ULTIMO MOVIMIENTO,FECHA ULTIMO MOVIMIENTO,COMENTARIOS DE LA VALIDACION,CLAVE MOTIVO BAJA,MOTIVO BAJA,FECHA EFECTIVA DE BAJA
CSIMO004411,IMO,INSTITUTO MEXICANO DEL SEGURO SOCIAL REGIMEN BIENESTAR,7,CHIAPAS,92,TECPATAN,20,LUIS ESPINOSA,1,TUXTLA GUTIERREZ,1,DE CONSULTA EXTERNA,UMR,UNIDAD MÉDICA RURAL,99,NO ESPECIFICADO,LUIS ESPINOSA (TECPATÁN),LUIS ESPINOSA (TECPATÁN),5.0,CALLE,SIN NOMBRE,SIN NUMERO  ,,7.0,COLONIA,LUIS ESPINOSA,29617.0,A UNA CUADRA DEL TEMPLO ADVENTISTA,1,EN OPERACION,IMS421231I45,9686880577,,,,01/01/1981,01/06/1981,,,,,,,,,,,IMO,IMSS BIENESTAR PROGRAMA,1,PRIMER NIVEL,1,RURAL,6.0,SIN MODIFICACION,1.0,PROPIO,17.150019,-93.4208019,B,MODIFICACION,08/05/2014,,,,
CSIMO004423,IMO,INSTITUTO MEXICANO DEL SEGURO SOCIAL REGIMEN BIENESTAR,7,CHIAPAS,124,MEZCALAPA,162,ROMULO CALZADA (LA HERRADURA),1,TUXTLA GUTIERREZ,1,DE CONSULTA EXTERNA,UMR,UNIDAD MÉDICA RURAL,99,NO ESPECIFICADO,RÓMULO CALZADA (LA HERRADURA),RÓMULO CALZADA (LA HERRADURA),5.0,CALLE,SIN NOMBRE,SIN NUMERO  ,,25.0,PUEBLO,RÓMULO CALZADA (LA HERRADURA),29605.0,A UN COSTADO DEL PARQUE CENTRAL O DESTACAMENTO DE LA POLICIA SECTORIAL,1,EN OPERACION,IMS421231I45,9686880577,,,,01/01/1980,01/06/1980,,,,,,,,,,,IMO,IMSS BIENESTAR PROGRAMA,1,PRIMER NIVEL,1,RURAL,6.0,SIN MODIFICACION,1.0,PROPIO,17.3421631,-93.5523539,B,MODIFICACION,08/05/2014,,,,
CSIMO004435,IMO,INSTITUTO MEXICANO DEL SEGURO SOCIAL REGIMEN BIENESTAR,7,CHIAPAS,92,TECPATAN,74,JUAN SABINES GUTIERREZ,1,TUXTLA GUTIERREZ,1,DE CONSULTA EXTERNA,UMR,UNIDAD MÉDICA RURAL,99,NO ESPECIFICADO,JUAN SABINES GUTIÉRREZ,JUAN SABINES GUTIÉRREZ,5.0,CALLE,SIN NOMBRE,SIN NUMERO  ,,7.0,COLONIA,JUAN SABINES GUTIÉRREZ,29617.0,A 20 MTS DE LA IGLESIA CATOLICA,1,EN OPERACION,IMS421231I45,9686880577,,,,01/01/1983,01/06/1983,,,,,,,,,,,IMO,IMSS BIENESTAR PROGRAMA,1,PRIMER NIVEL,1,RURAL,6.0,SIN MODIFICACION,1.0,PROPIO,17.23519,-93.416633,B,MODIFICACION,08/05/2014,,,,
CSIMO004440,IMO,INSTITUTO MEXICANO DEL SEGURO SOCIAL REGIMEN BIENESTAR,7,CHIAPAS,124,MEZCALAPA,3,ADOLFO LOPEZ MATEOS,1,TUXTLA GUTIERREZ,1,DE CONSULTA EXTERNA,UMR,UNIDAD MÉDICA RURAL,99,NO ESPECIFICADO,ADOLFO LÓPEZ MATEOS (TECPATÁN),ADOLFO LÓPEZ MATEOS (TECPATÁN),5.0,CALLE,SIN NOMBRE,SIN NUMERO  ,,25.0,PUEBLO,ADOLFO LÓPEZ MATEOS,29608.0,A UNA CUADRA DE LA ESCUELA PRIMARIA,1,EN OPERACION,IMS421231I45,9686880577,,,,01/01/1979,01/06/1979,,,,,,,,,,,IMO,IMSS BIENESTAR PROGRAMA,1,PRIMER NIVEL,1,RURAL,6.0,SIN MODIFICACION,1.0,PROPIO,17.2161111,-93.4783333,B,MODIFICACION,08/05/2014,,,,
CSIMO004452,IMO,INSTITUTO MEXICANO DEL SEGURO SOCIAL REGIMEN BIENESTAR,7,CHIAPAS,92,TECPATAN,147,LAZARO CARDENAS 2,1,TUXTLA GUTIERREZ,1,DE CONSULTA EXTERNA,UMR,UNIDAD MÉDICA RURAL,99,NO ESPECIFICADO,LÁZARO CÁRDENAS 2,LÁZARO CÁRDENAS 2,5.0,CALLE,SIN NOMBRE,SIN NUMERO  ,,13.0,EJIDO,LÁZARO CÁRDENAS 2,29619.0,A UN COSTADO DEL ALBERGUE DEL INI,1,EN OPERACION,IMS421231I45,9686880577,,,,01/02/1982,01/07/1982,,,,,,,,,,,IMO,IMSS BIENESTAR PROGRAMA,1,PRIMER NIVEL,1,RURAL,6.0,SIN MODIFICACION,1.0,PROPIO,16.6080058,-93.7959984,B,MODIFICACION,08/05/2014,,,,
CSIMO004464,IMO,INSTITUTO MEXICANO DEL SEGURO SOCIAL REGIMEN BIENESTAR,7,CHIAPAS,93,TENEJAPA,1,TENEJAPA,2,SAN CRISTÓBAL DE LAS CASAS,1,DE CONSULTA EXTERNA,UMR,UNIDAD MÉDICA RURAL,99,NO ESPECIFICADO,TENEJAPA,TENEJAPA,5.0,CALLE,SIN NOMBRE,SIN NUMERO  ,,25.0,PUEBLO,TENEJAPA,29480.0,A UN LADO DEL DEL ALBERGUE COMUNITARIO,1,EN OPERACION,IMS421231I45,9671041747,,,,02/02/1980,05/07/1980,,,,,,,,,,,IMO,IMSS BIENESTAR PROGRAMA,1,PRIMER NIVEL,2,URBANO,6.0,SIN MODIFICACION,1.0,PROPIO,16.8206386,-92.5038832,B,MODIFICACION,08/05/2014,,,,
CSIMO004476,IMO,INSTITUTO MEXICANO DEL SEGURO SOCIAL REGIMEN BIENESTAR,7,CHIAPAS,93,TENEJAPA,10,JOMANICHIM,2,SAN CRISTÓBAL DE LAS CASAS,1,DE CONSULTA EXTERNA,UMR,UNIDAD MÉDICA RURAL,99,NO ESPECIFICADO,JOMANICHIM,JOMANICHIM,5.0,CALLE,SIN NOMBRE,SIN NUMERO  ,,25.0,PUEBLO,JOMANICHIM,29486.0,A UN LADO DE LA CANCHA COMUNITARIA,1,EN OPERACION,IMS421231I45,9671041747,,,,04/09/1980,03/04/1981,,,,,,,,,,,IMO,IMSS BIENESTAR PROGRAMA,1,PRIMER NIVEL,1,RURAL,6.0,SIN MODIFICACION,1.0,PROPIO,16.9012697,-92.4731692,B,MODIFICACION,08/05/2014,,,,
CSIMO004481,IMO,INSTITUTO MEXICANO DEL SEGURO SOCIAL REGIMEN BIENESTAR,7,CHIAPAS,93,TENEJAPA,14,MAJOSIK,2,SAN CRISTÓBAL DE LAS CASAS,1,DE CONSULTA EXTERNA,UMR,UNIDAD MÉDICA RURAL,99,NO ESPECIFICADO,MAJOSIK,MAJOSIK,24.0,CARRETERA,TENEJAPA-MAJOSIK KM 21,SIN NUMERO  ,,25.0,PUEBLO,MAJOSIK,29486.0,CARRETERA TENEJAPA-MAJOSIK KM 21,1,EN OPERACION,IMS421231I45,9671041747,,,,06/06/1994,10/11/1994,,,,,,,,,,,IMO,IMSS BIENESTAR PROGRAMA,1,PRIMER NIVEL,1,RURAL,6.0,SIN MODIFICACION,1.0,PROPIO,16.8950468,-92.4923757,B,MODIFICACION,08/05/2014,,,,
CSIMO004493,IMO,INSTITUTO MEXICANO DEL SEGURO SOCIAL REGIMEN BIENESTAR,7,CHIAPAS,93,TENEJAPA,25,SIBANILJA POCOLUM,2,SAN CRISTÓBAL DE LAS CASAS,1,DE CONSULTA EXTERNA,UMR,UNIDAD MÉDICA RURAL,99,NO ESPECIFICADO,SIBANILJÁ POCOLUM,SIBANILJÁ POCOLUM,5.0,CALLE,SIN NOMBRE,SIN NUMERO  ,,25.0,PUEBLO,SIBANILJÁ POCOLUM,29487.0,A UN LADO DE LA ESCUELA PRIMARIA,1,EN OPERACION,IMS421231I45,9671041747,,,,12/06/1980,10/06/1981,,,,,,,,,,,IMO,IMSS BIENESTAR PROGRAMA,1,PRIMER NIVEL,1,RURAL,6.0,SIN MODIFICACION,1.0,PROPIO,16.875404,-92.461002,B,MODIFICACION,08/05/2014,,,,
CSIMO004505,IMO,INSTITUTO MEXICANO DEL SEGURO SOCIAL REGIMEN BIENESTAR,7,CHIAPAS,93,TENEJAPA,27,TZAJALCHEN,2,SAN CRISTÓBAL DE LAS CASAS,1,DE CONSULTA EXTERNA,UMR,UNIDAD MÉDICA RURAL,99,NO ESPECIFICADO,TZAJALCHÉN,TZAJALCHÉN,5.0,CALLE,SIN NOMBRE,SIN NUMERO  ,,25.0,PUEBLO,TZAJALCHEN,29489.0,A UN LADO DE LA PRIMARIA,1,EN OPERACION,IMS421231I45,9671041747,,,,12/06/1979,04/06/1980,,,,,,,,,,,IMO,IMSS BIENESTAR PROGRAMA,1,PRIMER NIVEL,1,RURAL,6.0,SIN MODIFICACION,1.0,PROPIO,16.841596,-92.459722,B,MODIFICACION,08/05/2014,,,,
CSIMO004510,IMO,INSTITUTO MEXICANO DEL SEGURO SOCIAL REGIMEN BIENESTAR,7,CHIAPAS,93,TENEJAPA,6,CHACOMA,2,SAN CRISTÓBAL DE LAS CASAS,1,DE CONSULTA EXTERNA,UMR,UNIDAD MÉDICA RURAL,99,NO ESPECIFICADO,SIBACTEL,SIBACTEL,5.0,CALLE,SIN NOMBRE,SIN NUMERO  ,,25.0,PUEBLO,CHACOMA,29481.0,A UN LADO DE LA ESCUELA PRIMARIA,1,EN OPERACION,IMS421231I45,9671041747,,,,08/09/1978,06/04/1979,,,,,,,,,,,IMO,IMSS BIENESTAR PROGRAMA,1,PRIMER NIVEL,1,RURAL,6.0,SIN MODIFICACION,1.0,PROPIO,16.8795449,-92.4924464,B,MODIFICACION,08/05/2014,,,,
CSIMO004522,IMO,INSTITUTO MEXICANO DEL SEGURO SOCIAL REGIMEN BIENESTAR,7,CHIAPAS,94,TEOPISCA,16,NUEVO LEON,2,SAN CRISTÓBAL DE LAS CASAS,1,DE CONSULTA EXTERNA,UMR,UNIDAD MÉDICA RURAL,99,NO ESPECIFICADO,NUEVO LEÓN,NUEVO LEÓN,5.0,CALLE,SIN NOMBRE,SIN NUMERO  ,,25.0,PUEBLO,NUEVO LEÓN,29420.0,FRENTE AL PARQUE DE NUEVO LEON,1,EN OPERACION,IMS421231I45,9671358749,,,,05/01/1977,16/06/1977,,,,,,,,,,,IMO,IMSS BIENESTAR PROGRAMA,1,PRIMER NIVEL,1,RURAL,6.0,SIN MODIFICACION,1.0,PROPIO,16.4850314,-92.5709858,B,MODIFICACION,08/05/2014,,,,
CSIMO004534,IMO,INSTITUTO MEXICANO DEL SEGURO SOCIAL REGIMEN BIENESTAR,7,CHIAPAS,96,TILA,1,TILA,6,PALENQUE,1,DE CONSULTA EXTERNA,UMR,UNIDAD MÉDICA RURAL,99,NO ESPECIFICADO,TILA,TILA,5.0,CALLE,ABASOLO,SIN NUMERO  ,,25.0,PUEBLO,TILA,29910.0,ABASOLO,1,EN OPERACION,IMS421231I45,9196730527,,,,26/10/1979,01/03/1981,,,,,,,,,,,IMO,IMSS BIENESTAR PROGRAMA,1,PRIMER NIVEL,2,URBANO,6.0,SIN MODIFICACION,1.0,PROPIO,17.3058056,-92.4266933,B,MODIFICACION,08/05/2014,,,,
CSIMO004546,IMO,INSTITUTO MEXICANO DEL SEGURO SOCIAL REGIMEN BIENESTAR,7,CHIAPAS,96,TILA,2,EL CRUCERO,6,PALENQUE,1,DE CONSULTA EXTERNA,UMR,UNIDAD MÉDICA RURAL,99,NO ESPECIFICADO,EL CRUCERO,EL CRUCERO,24.0,CARRETERA,TEMO-TILA,SIN NUMERO  ,,7.0,COLONIA,TZA QUIL,29912.0,A 50 METROS DE LA ESC. PRIM. Y 50 METROS DE LA CARRETERA,1,EN OPERACION,IMS421231I45,9196730527,,,,01/02/1985,20/07/1985,,,,,,,,,,,IMO,IMSS BIENESTAR PROGRAMA,1,PRIMER NIVEL,1,RURAL,6.0,SIN MODIFICACION,1.0,PROPIO,17.3695145,-92.4632732,B,MODIFICACION,08/05/2014,,,,
CSIMO004551,IMO,INSTITUTO MEXICANO DEL SEGURO SOCIAL REGIMEN BIENESTAR,7,CHIAPAS,96,TILA,10,CANTIOC,6,PALENQUE,1,DE CONSULTA EXTERNA,UMR,UNIDAD MÉDICA RURAL,99,NO ESPECIFICADO,CANTIOC,CANTIOC,5.0,CALLE,SIN NOMBRE,SIN NUMERO  ,,25.0,PUEBLO,CANTIOC,29915.0,A UN COSTADO DE LA TIENDA CONASUPO SOBRE EL CAMINO PRINCIPAL,1,EN OPERACION,IMS421231I45,9196730527,,,,13/06/1981,03/06/1982,,,,,,,,,,,IMO,IMSS BIENESTAR PROGRAMA,1,PRIMER NIVEL,1,RURAL,6.0,SIN MODIFICACION,1.0,PROPIO,17.2622222,-92.4069444,B,MODIFICACION,08/05/2014,,,,
CSIMO004563,IMO,INSTITUTO MEXICANO DEL SEGURO SOCIAL REGIMEN BIENESTAR,7,CHIAPAS,96,TILA,18,CHULUM CARDENAS,6,PALENQUE,1,DE CONSULTA EXTERNA,UMR,UNIDAD MÉDICA RURAL,99,NO ESPECIFICADO,CHULUM CÁRDENAS,CHULUM CÁRDENAS,5.0,CALLE,SIN NOMBRE,SIN NUMERO  ,,25.0,PUEBLO,CHULUM CÁRDENAS,29917.0,FRENTE A LA ESCUELA PRIMARIA,1,EN OPERACION,IMS421231I45,9196530028,,,,01/03/1982,01/07/1982,,,,,,,,,,,IMO,IMSS BIENESTAR PROGRAMA,1,PRIMER NIVEL,1,RURAL,6.0,SIN MODIFICACION,1.0,PROPIO,17.384646,-92.576046,B,MODIFICACION,08/05/2014,,,,
CSIMO004575,IMO,INSTITUTO MEXICANO DEL SEGURO SOCIAL REGIMEN BIENESTAR,7,CHIAPAS,96,TILA,23,CHULUM JUAREZ,6,PALENQUE,1,DE CONSULTA EXTERNA,UMR,UNIDAD MÉDICA RURAL,99,NO ESPECIFICADO,CHULUM JUÁREZ,CHULUM JUÁREZ,5.0,CALLE,SIN NOMBRE,SIN NUMERO  ,,25.0,PUEBLO,CHULUM JUÁREZ,29910.0,UBICADO A UN LADO DE LA ESC. PRIM FLORES MAGON,1,EN OPERACION,IMS421231I45,9196730527,,,,08/11/1982,12/05/1983,,,,,,,,,,,IMO,IMSS BIENESTAR PROGRAMA,1,PRIMER NIVEL,1,RURAL,6.0,SIN MODIFICACION,1.0,PROPIO,17.3355341,-92.5355346,B,MODIFICACION,08/05/2014,,,,
CSIMO004580,IMO,INSTITUTO MEXICANO DEL SEGURO SOCIAL REGIMEN BIENESTAR,7,CHIAPAS,96,TILA,122,LIBERTAD JOLNISHTIE 2DA. SECCION,6,PALENQUE,1,DE CONSULTA EXTERNA,UMR,UNIDAD MÉDICA RURAL,99,NO ESPECIFICADO,JOLNISHTIE 1RA. SECCIÓN,JOLNISHTIE 1RA. SECCIÓN,5.0,CALLE,SIN NOMBRE,SIN NUMERO  ,,7.0,COLONIA,LIBERTAD JOLNISHTIE 2A. SECCIÓN,29913.0,JUNTO A LA CANCHA DEPORTIVA,1,EN OPERACION,IMS421231I45,9196730527,,,,16/06/1983,20/10/1983,,,,,,,,,,,IMO,IMSS BIENESTAR PROGRAMA,1,PRIMER NIVEL,1,RURAL,6.0,SIN MODIFICACION,1.0,PROPIO,17.4294444,-92.5111111,B,MODIFICACION,08/05/2014,,,,
CSIMO004592,IMO,INSTITUTO MEXICANO DEL SEGURO SOCIAL REGIMEN BIENESTAR,7,CHIAPAS,96,TILA,37,JOLPOKITIOC,6,PALENQUE,1,DE CONSULTA EXTERNA,UMR,UNIDAD MÉDICA RURAL,99,NO ESPECIFICADO,JOLPOKITIOC,JOLPOKITIOC,5.0,CALLE,SECTOR 1 MANZANA 1,SIN NUMERO  ,,25.0,PUEBLO,JOLPOKITIOC,29916.0,"SECTOR 1 ,MANZANA 1 (FRENTE AL ALBERGUE INI)",1,EN OPERACION,IMS421231I45,9196730527,,,,07/08/1979,20/07/1980,,,,,,,,,,,IMO,IMSS BIENESTAR PROGRAMA,1,PRIMER NIVEL,1,RURAL,6.0,SIN MODIFICACION,1.0,PROPIO,17.2730556,-92.4502778,B,MODIFICACION,08/05/2014,,,,
CSIMO004604,IMO,INSTITUTO MEXICANO DEL SEGURO SOCIAL REGIMEN BIENESTAR,7,CHIAPAS,96,TILA,40,EL LIMAR,6,PALENQUE,1,DE CONSULTA EXTERNA,UMR,UNIDAD MÉDICA RURAL,99,NO ESPECIFICADO,EL LIMAR,EL LIMAR,3.0,AVENIDA,CENTRAL BENITO JUAREZ,SIN NUMERO  ,,25.0,PUEBLO,EL LIMAR,29910.0,AV. CENTRAL BENITO JUAREZ (ATRÁS DE LA IGLESIA),1,EN OPERACION,IMS421231I45,9196730527,,,,24/01/1980,14/02/1981,,,,,,,,,,,IMO,IMSS BIENESTAR PROGRAMA,1,PRIMER NIVEL,2,URBANO,6.0,SIN MODIFICACION,1.0,PROPIO,17.414876,-92.4036455,B,MODIFICACION,08/05/2014,,,,
CSIMO004616,IMO,INSTITUTO MEXICANO DEL SEGURO SOCIAL REGIMEN BIENESTAR,7,CHIAPAS,96,TILA,48,NUEVA ESPERANZA,6,PALENQUE,1,DE CONSULTA EXTERNA,UMR,UNIDAD MÉDICA RURAL,99,NO ESPECIFICADO,NUEVA ESPERANZA (TILA),NUEVA ESPERANZA (TILA),5.0,CALLE,SIN NOMBRE,SIN NUMERO  ,,25.0,PUEBLO,NUEVA ESPERANZA,29915.0,ENTRE SALON DE LA AGENCIA MPAL. Y EL RIOS/N,1,EN OPERACION,IMS421231I45,9196730527,,,,03/03/1981,02/03/1982,,,,,,,,,,,IMO,IMSS BIENESTAR PROGRAMA,1,PRIMER NIVEL,2,URBANO,6.0,SIN MODIFICACION,1.0,PROPIO,17.2483333,-92.4541667,B,MODIFICACION,08/05/2014,,,,
CSIMO004621,IMO,INSTITUTO MEXICANO DEL SEGURO SOCIAL REGIMEN BIENESTAR,7,CHIAPAS,96,TILA,55,PETALCINGO,6,PALENQUE,1,DE CONSULTA EXTERNA,UMR,UNIDAD MÉDICA RURAL,99,NO ESPECIFICADO,PETALCINGO,PETALCINGO,5.0,CALLE,INSURGENTES,SIN NUMERO  ,,25.0,PUEBLO,PETALCINGO,29915.0,INSURGENTES,1,EN OPERACION,IMS421231I45,9196730527,,,,28/08/1980,23/04/1981,,,,,,,,,,,IMO,IMSS BIENESTAR PROGRAMA,1,PRIMER NIVEL,2,URBANO,6.0,SIN MODIFICACION,1.0,PROPIO,17.2258215,-92.4119415,B,MODIFICACION,08/05/2014,,,,
CSIMO004633,IMO,INSTITUTO MEXICANO DEL SEGURO SOCIAL REGIMEN BIENESTAR,7,CHIAPAS,96,TILA,65,SHOCTIC,6,PALENQUE,1,DE CONSULTA EXTERNA,UMR,UNIDAD MÉDICA RURAL,99,NO ESPECIFICADO,SHOCTIC,SHOCTIC,24.0,CARRETERA,YAJALON-SABANILLA,SIN NUMERO  ,,25.0,PUEBLO,SHOCTIC,29915.0,CARRETERA YAJALON-SABANILLA EN LA ENTRADA PRINCIPAL,1,EN OPERACION,IMS421231I45,9196730527,,,,03/05/1981,06/09/1981,,,,,,,,,,,IMO,IMSS BIENESTAR PROGRAMA,1,PRIMER NIVEL,1,RURAL,6.0,SIN MODIFICACION,1.0,PROPIO,17.2236111,-92.4880556,B,MODIFICACION,08/05/2014,,,,
CSIMO004645,IMO,INSTITUTO MEXICANO DEL SEGURO SOCIAL REGIMEN BIENESTAR,7,CHIAPAS,96,TILA,110,CAMPANARIO,6,PALENQUE,1,DE CONSULTA EXTERNA,UMR,UNIDAD MÉDICA RURAL,99,NO ESPECIFICADO,CAMPANARIO,CAMPANARIO,5.0,CALLE,"MANZANA 4, LOTE 8",SIN NUMERO  ,,13.0,EJIDO,EL CAMPANARIO,29914.0,"ATRÁS DE LA IGLESIA CATOLICA, MANZANA 4, LOTE 8",1,EN OPERACION,IMS421231I45,9196730527,,,,10/04/1981,01/01/1983,,,,,,,,,,,IMO,IMSS BIENESTAR PROGRAMA,1,PRIMER NIVEL,1,RURAL,6.0,SIN MODIFICACION,1.0,PROPIO,17.4669444,-92.3511111,B,MODIFICACION,08/05/2014,,,,
CSIMO004650,IMO,INSTITUTO MEXICANO DEL SEGURO SOCIAL REGIMEN BIENESTAR,7,CHIAPAS,96,TILA,161,PASO CHINAL,6,PALENQUE,1,DE CONSULTA EXTERNA,UMR,UNIDAD MÉDICA RURAL,99,NO ESPECIFICADO,PASO CHINAL,PASO CHINAL,5.0,CALLE,SIN NOMBRE,SIN NUMERO  ,,7.0,COLONIA,PASO CHINAL,29913.0,UBICADO A UN LADO DE LA ESC. PRIM. MIGUEL HIDALGO,1,EN OPERACION,IMS421231I45,9196730527,,,,24/04/1980,14/06/1981,,,,,,,,,,,IMO,IMSS BIENESTAR PROGRAMA,1,PRIMER NIVEL,1,RURAL,6.0,SIN MODIFICACION,1.0,PROPIO,17.4963889,-92.5127778,B,MODIFICACION,08/05/2014,,,,
CSIMO004662,IMO,INSTITUTO MEXICANO DEL SEGURO SOCIAL REGIMEN BIENESTAR,7,CHIAPAS,97,TONALA,9,HUANACASTAL,8,TONALÁ,1,DE CONSULTA EXTERNA,UMR,UNIDAD MÉDICA RURAL,99,NO ESPECIFICADO,HUANACASTAL,HUANACASTAL,5.0,CALLE,SIN NOMBRE,SIN NUMERO  ,,27.0,RANCHERÍA,HUANACASTAL,30503.0,A TRES CUADRAS A LA IZQUIERDA DE LA ENTRADA,1,EN OPERACION,IMS421231I45,9686880577,,,,15/01/1981,15/08/1981,,,,,,,,,,,IMO,IMSS BIENESTAR PROGRAMA,1,PRIMER NIVEL,1,RURAL,6.0,SIN MODIFICACION,1.0,PROPIO,16.146277,-93.83227,B,MODIFICACION,08/05/2014,,,,
CSIMO004674,IMO,INSTITUTO MEXICANO DEL SEGURO SOCIAL REGIMEN BIENESTAR,7,CHIAPAS,97,TONALA,14,DURANGO (VICTORICO R. GRAJALES),8,TONALÁ,1,DE CONSULTA EXTERNA,UMR,UNIDAD MÉDICA RURAL,99,NO ESPECIFICADO,DURANGO (VICTORICO R. GRAJALES),DURANGO (VICTORICO R. GRAJALES),5.0,CALLE,SIN NOMBRE,SIN NUMERO  ,,13.0,EJIDO,DURANGO,30503.0,A LA SALIDA DE IGNACIO RAMIREZ,1,EN OPERACION,IMS421231I45,9686880577,,,,15/01/1981,15/08/1981,,,,,,,,,,,IMO,IMSS BIENESTAR PROGRAMA,1,PRIMER NIVEL,1,RURAL,6.0,SIN MODIFICACION,1.0,PROPIO,16.133633,-93.871563,B,MODIFICACION,08/05/2014,,,,
CSIMO004686,IMO,INSTITUTO MEXICANO DEL SEGURO SOCIAL REGIMEN BIENESTAR,7,CHIAPAS,97,TONALA,17,TRES PICOS,8,TONALÁ,1,DE CONSULTA EXTERNA,UMR,UNIDAD MÉDICA RURAL,99,NO ESPECIFICADO,TRES PICOS,TRES PICOS,5.0,CALLE,SIN NOMBRE,SIN NUMERO  ,,25.0,PUEBLO,3 PICOS,30515.0,A UNA CUADRA DE LA PRIMARIA REVOLUCION,1,EN OPERACION,IMS421231I45,9686880577,,,,15/01/1981,15/08/1981,,,,,,,,,,,IMO,IMSS BIENESTAR PROGRAMA,1,PRIMER NIVEL,2,URBANO,6.0,SIN MODIFICACION,1.0,PROPIO,15.88546,-93.52659,B,MODIFICACION,08/05/2014,,,,
CSIMO004691,IMO,INSTITUTO MEXICANO DEL SEGURO SOCIAL REGIMEN BIENESTAR,7,CHIAPAS,97,TONALA,19,GENERAL ALBERTO PINEDA,8,TONALÁ,1,DE CONSULTA EXTERNA,UMR,UNIDAD MÉDICA RURAL,99,NO ESPECIFICADO,GENERAL ALBERTO PINEDA,GENERAL ALBERTO PINEDA,5.0,CALLE,SIN NOMBRE,SIN NUMERO  ,,27.0,RANCHERÍA,GRAL. ALBERTO PINEDA,30515.0,AL LADO DE LA AGENCIA MUNICIPAL,1,EN OPERACION,IMS421231I45,9686880577,,,,15/01/1995,15/08/1995,,,,,,,,,,,IMO,IMSS BIENESTAR PROGRAMA,1,PRIMER NIVEL,1,RURAL,6.0,SIN MODIFICACION,1.0,PROPIO,15.8195634,-93.4364973,B,MODIFICACION,08/05/2014,,,,
CSIMO004703,IMO,INSTITUTO MEXICANO DEL SEGURO SOCIAL REGIMEN BIENESTAR,7,CHIAPAS,97,TONALA,24,HUIZACHAL,8,TONALÁ,1,DE CONSULTA EXTERNA,UMR,UNIDAD MÉDICA RURAL,99,NO ESPECIFICADO,HUIZACHAL,HUIZACHAL,5.0,CALLE,SIN NOMBRE,SIN NUMERO  ,,27.0,RANCHERÍA,HUIZACHAL,30503.0,A MEDIA CUADRA DEL CAMPO DE FUTBOL,1,EN OPERACION,IMS421231I45,9686880577,,,,15/01/1995,15/08/1995,,,,,,,,,,,IMO,IMSS BIENESTAR PROGRAMA,1,PRIMER NIVEL,1,RURAL,6.0,SIN MODIFICACION,1.0,PROPIO,16.0559,-93.797445,B,MODIFICACION,08/05/2014,,,,
